BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,907335,DURAN PATRICK,2/10/2017,2/23/2017,MEALS,35.83,2017,DURAN PATRICK
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,907498,CITIBANK GOV CARD SERVICE,1/27/2017,1/27/2017,MEALS,48.33,2017,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,907756,CITIBANK GOV CARD SERVICE,1/27/2017,2/18/2017,MEALS,37.69,2017,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,907775,MAESTAS NICHOLAS A.,1/25/2017,1/25/2017,MEALS,7.5,2017,MAESTAS NICHOLAS A.
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,898355,CITIBANK GOV CARD SERVICE,12/12/2016,12/13/2016,MEALS,517.96,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,898358,CITIBANK GOV CARD SERVICE,12/2/2016,12/23/2016,MEALS,36.99,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,900734,CITIBANK GOV CARD SERVICE,12/7/2016,12/19/2016,MEALS,94.79,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,901178,CITIBANK GOV CARD SERVICE,12/7/2016,12/23/2016,MEALS,14.01,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,906764,CITIBANK GOV CARD SERVICE,12/20/2016,12/21/2016,MEALS,61.44,2016,CITIBANK GOV CARD SERVICE
L000571,HON. CYNTHIA M. LUMMIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,896837,FAGAN THOMAS A,12/2/2016,12/2/2016,MEALS,6.81,2016,FAGAN THOMAS A
L000571,HON. CYNTHIA M. LUMMIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0469098,AULLMAN PATRICIA L,12/2/2016,12/2/2016,MEALS,-6.81,2016,AULLMAN PATRICIA L
L000562,HON. STEPHEN F. LYNCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487763,OSORIO MARIANA T,2/3/2017,2/3/2017,MEALS,17.35,2017,OSORIO MARIANA T
L000562,HON. STEPHEN F. LYNCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487763,OSORIO MARIANA T,2/4/2017,2/4/2017,MEALS,5.82,2017,OSORIO MARIANA T
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0489229,CARNEY RYAN T.,2/8/2017,2/10/2017,MEALS,53.52,2017,CARNEY RYAN T.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,E0489228,GALLO CAMILLE M.,2/10/2017,2/10/2017,MEALS,9.19,2017,GALLO CAMILLE M.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0493889,GALLO CAMILLE M.,2/22/2017,2/24/2017,MEALS,30.26,2017,GALLO CAMILLE M.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500454,GALLO CAMILLE M.,3/6/2017,3/7/2017,MEALS,16.72,2017,GALLO CAMILLE M.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0477637,CARNEY RYAN T.,12/31/2016,12/31/2016,MEALS,8.85,2016,CARNEY RYAN T.
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0485001,MARTIN TODD R.,1/19/2017,1/20/2017,MEALS,18.37,2017,MARTIN TODD R.
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0485003,PAYNE CHELSEA A.,1/19/2017,1/20/2017,MEALS,51.01,2017,PAYNE CHELSEA A.
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/7/2017,AP,E0485009,GUM WILLIAM R.,1/19/2017,1/19/2017,MEALS,37.9,2017,GUM WILLIAM R.
M001158,HON. KENNY MARCHANT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0487913,MILLER CAROL S.,1/21/2017,1/22/2017,MEALS,37.97,2017,MILLER CAROL S.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0483838,SEBASTIAN STEPHEN C.,1/4/2017,1/28/2017,MEALS,82.59,2017,SEBASTIAN STEPHEN C.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0484542,SWENDER REBECCA L.,1/31/2017,1/31/2017,MEALS,10.03,2017,SWENDER REBECCA L.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0488849,ALLEN THOMAS H,2/8/2017,2/12/2017,MEALS,29.64,2017,ALLEN THOMAS H
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/1/2017,AP,E0488851,MOORE KATELYN M.,2/10/2017,2/11/2017,MEALS,30.33,2017,MOORE KATELYN M.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0489227,BENEDICT WILLIAM B.,2/9/2017,2/11/2017,MEALS,18.85,2017,BENEDICT WILLIAM B.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493146,SWENDER REBECCA L.,2/23/2017,2/28/2017,MEALS,32.63,2017,SWENDER REBECCA L.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494104,BENEDICT WILLIAM B.,2/17/2017,2/23/2017,MEALS,16.7,2017,BENEDICT WILLIAM B.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494108,CITIBANK GOV CARD SERVICE,2/6/2017,2/23/2017,MEALS,31.75,2017,CITIBANK GOV CARD SERVICE
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0494142,CITIBANK GOV CARD SERVICE,2/4/2017,2/22/2017,MEALS,880.75,2017,CITIBANK GOV CARD SERVICE
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,902005,REED JOHN R.,1/12/2017,1/12/2017,MEALS,12.28,2017,REED JOHN R.
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/1/2017,AP,902717,ROCKAWAY STACIE L.,1/30/2017,1/30/2017,MEALS,45,2017,ROCKAWAY STACIE L.
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,902447,ROCKAWAY STACIE L.,1/10/2017,1/12/2017,MEALS,22.52,2017,ROCKAWAY STACIE L.
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0495192,MCCANE CHRISTOPHER,2/14/2017,2/17/2017,MEALS,56.14,2017,MCCANE CHRISTOPHER
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0501371,CITIBANK GOV CARD SERVICE,2/14/2017,2/14/2017,MEALS,27.7,2017,CITIBANK GOV CARD SERVICE
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,906958,REED JOHN R.,2/7/2017,2/27/2017,MEALS,61.65,2017,REED JOHN R.
M001184,HON. THOMAS MASSIE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,896421,REED JOHN R.,12/5/2016,12/15/2016,MEALS,21.56,2016,REED JOHN R.
M001199,HON. BRIAN J. MAST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0495308,LANGENDERFER JAMES,2/20/2017,2/24/2017,MEALS,109.01,2017,LANGENDERFER JAMES
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0486249,DAVIES HOLLI S.,1/18/2017,1/18/2017,MEALS,13.9,2017,DAVIES HOLLI S.
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0486248,HESS ROBYN J.,1/29/2017,1/31/2017,MEALS,97.78,2017,HESS ROBYN J.
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0493851,HESS ROBYN J.,2/17/2017,2/17/2017,MEALS,15.3,2017,HESS ROBYN J.
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0497160,HESS ROBYN J.,3/5/2017,3/7/2017,MEALS,51.54,2017,HESS ROBYN J.
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0497980,CITIBANK GOV CARD SERVICE,2/21/2017,2/21/2017,MEALS,7.45,2017,CITIBANK GOV CARD SERVICE
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0498531,WILLIAMS MARY ELEN,2/8/2017,2/8/2017,MEALS,88.06,2017,WILLIAMS MARY ELEN
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0498531,WILLIAMS MARY ELEN,3/1/2017,3/7/2017,MEALS,85.6,2017,WILLIAMS MARY ELEN
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0499849,HESTER THOMAS M.,3/12/2017,3/12/2017,MEALS,25.5,2017,HESTER THOMAS M.
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481574,BIRMAN IGOR A,1/16/2017,1/18/2017,MEALS,22.87,2017,BIRMAN IGOR A
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,901792,DEAL ROCKY,1/25/2017,1/25/2017,MEALS,5.92,2017,DEAL ROCKY
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/6/2017,AP,901792,DEAL ROCKY,1/26/2017,1/26/2017,MEALS,14.34,2017,DEAL ROCKY
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,902342,PUGH ADAM J.,2/3/2017,2/6/2017,MEALS,16.23,2017,PUGH ADAM J.
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492955,BIRMAN IGOR A,2/23/2017,2/23/2017,MEALS,12.68,2017,BIRMAN IGOR A
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492968,BIRMAN IGOR A,2/21/2017,2/22/2017,MEALS,42.7,2017,BIRMAN IGOR A
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,906957,DEAL ROCKY,2/22/2017,2/22/2017,MEALS,24.85,2017,DEAL ROCKY
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0497325,BIRMAN IGOR A,3/4/2017,3/4/2017,MEALS,6.65,2017,BIRMAN IGOR A
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,907987,GEORGE WILLIAM,2/22/2017,2/22/2017,MEALS,7.17,2017,GEORGE WILLIAM
M001143,HON. BETTY MCCOLLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/14/2017,AP,E0484715,HOLLANDER EVAN D.,1/26/2017,1/27/2017,MEALS,73.12,2017,HOLLANDER EVAN D.
M001143,HON. BETTY MCCOLLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494982,HOLLANDER EVAN D.,2/21/2017,2/24/2017,MEALS,163.65,2017,HOLLANDER EVAN D.
M001143,HON. BETTY MCCOLLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497764,HARPER WILLIAM,1/30/2017,2/2/2017,MEALS,17.58,2017,HARPER WILLIAM
M001156,HON. PATRICK T. MCHENRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0490123,KEETER JAMES B.,1/10/2017,1/31/2017,MEALS,62.38,2017,KEETER JAMES B.
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0485027,HON. DAVID MCKINLEY,1/21/2017,1/21/2017,MEALS,9.08,2017,HON. DAVID MCKINLEY
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0486487,HON. DAVID MCKINLEY,1/27/2017,1/30/2017,MEALS,20.57,2017,HON. DAVID MCKINLEY
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0488948,HON. DAVID MCKINLEY,2/5/2017,2/5/2017,MEALS,20.55,2017,HON. DAVID MCKINLEY
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0489816,HON. DAVID MCKINLEY,2/10/2017,2/10/2017,MEALS,36.03,2017,HON. DAVID MCKINLEY
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492933,CITIBANK GOV CARD SERVICE,1/2/2017,1/23/2017,MEALS,261.52,2017,CITIBANK GOV CARD SERVICE
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0493046,ROGERS ROBERT R.,2/17/2017,2/17/2017,MEALS,14.56,2017,ROGERS ROBERT R.
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496696,HON. DAVID MCKINLEY,3/7/2017,3/7/2017,MEALS,25.68,2017,HON. DAVID MCKINLEY
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0498852,CITIBANK GOV CARD SERVICE,1/27/2017,2/12/2017,MEALS,137.93,2017,CITIBANK GOV CARD SERVICE
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0475602,HON. DAVID MCKINLEY,12/16/2016,12/16/2016,MEALS,30,2016,HON. DAVID MCKINLEY
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0478169,CITIBANK GOV CARD SERVICE,11/2/2016,11/21/2016,MEALS,60.76,2016,CITIBANK GOV CARD SERVICE
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0482028,CITIBANK GOV CARD SERVICE,11/28/2016,12/21/2016,MEALS,159.04,2016,CITIBANK GOV CARD SERVICE
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0483324,ROGERS ROBERT R.,12/7/2016,12/7/2016,MEALS,73.17,2016,ROGERS ROBERT R.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0486842,ENGELL JR. DAVID A.,1/20/2017,1/30/2017,MEALS,14,2017,ENGELL JR. DAVID A.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0491204,ROGERS JUSTIN G.,2/8/2017,2/11/2017,MEALS,37.85,2017,ROGERS JUSTIN G.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0488933,COUTURE TRACI L.,2/8/2017,2/10/2017,MEALS,820.4,2017,COUTURE TRACI L.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/10/2017,AP,E0493487,PEREZ MEGAN C.,2/19/2017,2/23/2017,MEALS,156.34,2017,PEREZ MEGAN C.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0490267,LAUGHERY JESSICA L.,2/7/2017,2/11/2017,MEALS,48.29,2017,LAUGHERY JESSICA L.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494466,ENGELL JR. DAVID A.,2/7/2017,2/11/2017,MEALS,39.64,2017,ENGELL JR. DAVID A.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0496196,SCHAEFFER CATHY J.,1/30/2017,2/11/2017,MEALS,63.48,2017,SCHAEFFER CATHY J.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472001,FUHS MOLLY B.,8/30/2016,9/4/2016,MEALS,37.75,2016,FUHS MOLLY B.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472006,FUHS MOLLY B.,10/16/2016,10/25/2016,MEALS,88.35,2016,FUHS MOLLY B.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472010,JACOBS MICHAEL C.,12/12/2016,12/14/2016,MEALS,35.62,2016,JACOBS MICHAEL C.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472011,FUHS MOLLY B.,10/4/2016,10/8/2016,MEALS,59.85,2016,FUHS MOLLY B.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472013,FUHS MOLLY B.,8/8/2016,8/21/2016,MEALS,108.27,2016,FUHS MOLLY B.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0477226,LAUGHERY JESSICA L.,7/22/2016,7/22/2016,MEALS,21.73,2016,LAUGHERY JESSICA L.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0477227,SCHAEFFER CATHY J.,12/12/2016,12/15/2016,MEALS,51.27,2016,SCHAEFFER CATHY J.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0477229,ROGERS JUSTIN G.,12/12/2016,12/14/2016,MEALS,34.99,2016,ROGERS JUSTIN G.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0477231,ENGELL JR. DAVID A.,12/12/2016,12/12/2016,MEALS,16.7,2016,ENGELL JR. DAVID A.
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482216,CITIBANK GOV CARD SERVICE,10/27/2016,10/27/2016,MEALS,6,2016,CITIBANK GOV CARD SERVICE
M001159,HON. CATHY MCMORRIS RODGERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/22/2017,AP,E0485074,COUTURE TRACI L.,11/29/2016,12/1/2016,MEALS,74.24,2016,COUTURE TRACI L.
M001166,HON. JERRY MCNERNEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0500923,CITIBANK GOV CARD SERVICE,2/13/2017,3/2/2017,MEALS,4.59,2017,CITIBANK GOV CARD SERVICE
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482882,DOUGLAS KRISTEN K.,1/8/2017,1/13/2017,MEALS,167.21,2017,DOUGLAS KRISTEN K.
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485930,ROTH JUSTIN,1/25/2017,1/25/2017,MEALS,12,2017,ROTH JUSTIN
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0485929,ROTH JUSTIN,1/24/2017,1/28/2017,MEALS,452.54,2017,ROTH JUSTIN
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0489147,FALK AARON M.,1/24/2017,1/28/2017,MEALS,103.81,2017,FALK AARON M.
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492603,CRAIG WALTER C.,2/21/2017,2/24/2017,MEALS,67.82,2017,CRAIG WALTER C.
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0493273,ROTH JUSTIN,2/21/2017,2/24/2017,MEALS,210.72,2017,ROTH JUSTIN
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493864,DOUGLAS KRISTEN K.,1/10/2017,2/24/2017,MEALS,307.83,2017,DOUGLAS KRISTEN K.
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0498522,CITIBANK GOV CARD SERVICE,1/30/2017,2/27/2017,MEALS,90.73,2017,CITIBANK GOV CARD SERVICE
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/10/2017,AP,897234,PTAK PATRICK J.,10/15/2016,10/17/2016,MEALS,160.15,2016,PTAK PATRICK J.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0480228,KING II JOSEPH W.,1/3/2017,1/3/2017,MEALS,28.94,2017,KING II JOSEPH W.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,E0480229,KING II JOSEPH W.,1/11/2017,1/12/2017,MEALS,17.25,2017,KING II JOSEPH W.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0480224,PETERSON MARTHA E.,1/5/2017,1/12/2017,MEALS,17.41,2017,PETERSON MARTHA E.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0483538,KING II JOSEPH W.,1/17/2017,1/17/2017,MEALS,16.03,2017,KING II JOSEPH W.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485796,WARD PAMELA G.,1/30/2017,1/30/2017,MEALS,8.96,2017,WARD PAMELA G.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485807,KING II JOSEPH W.,1/30/2017,1/30/2017,MEALS,17.98,2017,KING II JOSEPH W.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0485777,MAYBIN JENNY L.,1/18/2017,1/30/2017,MEALS,41.49,2017,MAYBIN JENNY L.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0485778,ELLIOTT BEVERLY L.,1/17/2017,1/17/2017,MEALS,9.55,2017,ELLIOTT BEVERLY L.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0485782,MCCREARY CLAY A.,1/12/2017,1/12/2017,MEALS,9.6,2017,MCCREARY CLAY A.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0490412,KING II JOSEPH W.,2/3/2017,2/4/2017,MEALS,20.92,2017,KING II JOSEPH W.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0490426,KING II JOSEPH W.,2/6/2017,2/6/2017,MEALS,57.39,2017,KING II JOSEPH W.
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0496811,MAYBIN JENNY L.,2/7/2017,2/7/2017,MEALS,12.54,2017,MAYBIN JENNY L.
